region,region_type,year,access,pcnt
Western Pacific,WHO,2020,unimproved,2.77
Western Pacific,WHO,2020,surface,0.33
Western Pacific,WHO,2021,safe,NA
Western Pacific,WHO,2021,basic,NA
Western Pacific,WHO,2021,limited,0.97
Western Pacific,WHO,2021,unimproved,2.3
Western Pacific,WHO,2021,surface,0.3
Western Pacific,WHO,2022,safe,NA
Western Pacific,WHO,2022,basic,NA
Western Pacific,WHO,2022,limited,0.67
Western Pacific,WHO,2022,unimproved,1.85
Western Pacific,WHO,2022,surface,0.29
