region,region_type,year,access,pcnt
Latin America and the Caribbean,SDG,2012,surface,1.64
Latin America and the Caribbean,SDG,2013,safe,74.79
Latin America and the Caribbean,SDG,2013,basic,20.49
Latin America and the Caribbean,SDG,2013,limited,0.63
Latin America and the Caribbean,SDG,2013,unimproved,2.54
Latin America and the Caribbean,SDG,2013,surface,1.55
Latin America and the Caribbean,SDG,2014,safe,75.28
Latin America and the Caribbean,SDG,2014,basic,20.29
Latin America and the Caribbean,SDG,2014,limited,0.63
Latin America and the Caribbean,SDG,2014,unimproved,2.34
Latin America and the Caribbean,SDG,2014,surface,1.46
Latin America and the Caribbean,SDG,2015,safe,75.32
Latin America and the Caribbean,SDG,2015,basic,20.53
Latin America and the Caribbean,SDG,2015,limited,0.62
Latin America and the Caribbean,SDG,2015,unimproved,2.14
Latin America and the Caribbean,SDG,2015,surface,1.38
Latin America and the Caribbean,SDG,2016,safe,75.34
Latin America and the Caribbean,SDG,2016,basic,20.77
Latin America and the Caribbean,SDG,2016,limited,0.62
Latin America and the Caribbean,SDG,2016,unimproved,1.98
Latin America and the Caribbean,SDG,2016,surface,1.3
Latin America and the Caribbean,SDG,2017,safe,75.39
Latin America and the Caribbean,SDG,2017,basic,20.93
Latin America and the Caribbean,SDG,2017,limited,0.58
Latin America and the Caribbean,SDG,2017,unimproved,1.5
Latin America and the Caribbean,SDG,2017,surface,1.6
Latin America and the Caribbean,SDG,2018,safe,75.43
Latin America and the Caribbean,SDG,2018,basic,21.15
Latin America and the Caribbean,SDG,2018,limited,0.59
Latin America and the Caribbean,SDG,2018,unimproved,1.26
Latin America and the Caribbean,SDG,2018,surface,1.58
Latin America and the Caribbean,SDG,2019,safe,75.51
Latin America and the Caribbean,SDG,2019,basic,21.33
Latin America and the Caribbean,SDG,2019,limited,0.57
Latin America and the Caribbean,SDG,2019,unimproved,1.13
Latin America and the Caribbean,SDG,2019,surface,1.46
Latin America and the Caribbean,SDG,2020,safe,75.53
Latin America and the Caribbean,SDG,2020,basic,21.58
Latin America and the Caribbean,SDG,2020,limited,0.48
Latin America and the Caribbean,SDG,2020,unimproved,1.05
Latin America and the Caribbean,SDG,2020,surface,1.36
Latin America and the Caribbean,SDG,2021,safe,75.37
Latin America and the Caribbean,SDG,2021,basic,22.15
Latin America and the Caribbean,SDG,2021,limited,0.42
Latin America and the Caribbean,SDG,2021,unimproved,0.89
Latin America and the Caribbean,SDG,2021,surface,1.17
Latin America and the Caribbean,SDG,2022,safe,75.23
Latin America and the Caribbean,SDG,2022,basic,22.4
Latin America and the Caribbean,SDG,2022,limited,0.41
Latin America and the Caribbean,SDG,2022,unimproved,0.85
Latin America and the Caribbean,SDG,2022,surface,1.1
Least Developed Countries,DEV,2000,safe,25.24
Least Developed Countries,DEV,2000,basic,25.92
Least Developed Countries,DEV,2000,limited,8.76
Least Developed Countries,DEV,2000,unimproved,25.68
Least Developed Countries,DEV,2000,surface,14.39
Least Developed Countries,DEV,2001,safe,25.58
Least Developed Countries,DEV,2001,basic,26.24
Least Developed Countries,DEV,2001,limited,8.94
Least Developed Countries,DEV,2001,unimproved,25.2
Least Developed Countries,DEV,2001,surface,14.04
Least Developed Countries,DEV,2002,safe,25.97
Least Developed Countries,DEV,2002,basic,26.53
Least Developed Countries,DEV,2002,limited,9.13
Least Developed Countries,DEV,2002,unimproved,24.71
Least Developed Countries,DEV,2002,surface,13.65
Least Developed Countries,DEV,2003,safe,26.38
Least Developed Countries,DEV,2003,basic,26.84
Least Developed Countries,DEV,2003,limited,9.35
Least Developed Countries,DEV,2003,unimproved,24.18
Least Developed Countries,DEV,2003,surface,13.26
Least Developed Countries,DEV,2004,safe,26.82
Least Developed Countries,DEV,2004,basic,27.11
Least Developed Countries,DEV,2004,limited,9.57
Least Developed Countries,DEV,2004,unimproved,23.63
Least Developed Countries,DEV,2004,surface,12.86
Least Developed Countries,DEV,2005,safe,27.48
Least Developed Countries,DEV,2005,basic,27.22
Least Developed Countries,DEV,2005,limited,9.83
Least Developed Countries,DEV,2005,unimproved,23.05
Least Developed Countries,DEV,2005,surface,12.42
Least Developed Countries,DEV,2006,safe,27.98
Least Developed Countries,DEV,2006,basic,27.44
Least Developed Countries,DEV,2006,limited,10.09
Least Developed Countries,DEV,2006,unimproved,22.49
Least Developed Countries,DEV,2006,surface,11.99
Least Developed Countries,DEV,2007,safe,28.51
Least Developed Countries,DEV,2007,basic,27.62
Least Developed Countries,DEV,2007,limited,10.36
Least Developed Countries,DEV,2007,unimproved,21.94
Least Developed Countries,DEV,2007,surface,11.57
Least Developed Countries,DEV,2008,safe,29.06
Least Developed Countries,DEV,2008,basic,27.81
Least Developed Countries,DEV,2008,limited,10.63
Least Developed Countries,DEV,2008,unimproved,21.37
Least Developed Countries,DEV,2008,surface,11.13
Least Developed Countries,DEV,2009,safe,29.62
Least Developed Countries,DEV,2009,basic,27.99
Least Developed Countries,DEV,2009,limited,10.9
Least Developed Countries,DEV,2009,unimproved,20.8
Least Developed Countries,DEV,2009,surface,10.7
Least Developed Countries,DEV,2010,safe,30.2
Least Developed Countries,DEV,2010,basic,28.17
Least Developed Countries,DEV,2010,limited,11.16
Least Developed Countries,DEV,2010,unimproved,20.21
Least Developed Countries,DEV,2010,surface,10.25
Least Developed Countries,DEV,2011,safe,30.53
Least Developed Countries,DEV,2011,basic,28.4
Least Developed Countries,DEV,2011,limited,11.56
Least Developed Countries,DEV,2011,unimproved,19.56
Least Developed Countries,DEV,2011,surface,9.94
Least Developed Countries,DEV,2012,safe,31.18
Least Developed Countries,DEV,2012,basic,28.51
Least Developed Countries,DEV,2012,limited,11.83
Least Developed Countries,DEV,2012,unimproved,18.99
Least Developed Countries,DEV,2012,surface,9.5
Least Developed Countries,DEV,2013,safe,31.82
Least Developed Countries,DEV,2013,basic,28.62
Least Developed Countries,DEV,2013,limited,12.1
Least Developed Countries,DEV,2013,unimproved,18.42
Least Developed Countries,DEV,2013,surface,9.04
Least Developed Countries,DEV,2014,safe,32.49
Least Developed Countries,DEV,2014,basic,28.72
Least Developed Countries,DEV,2014,limited,12.37
Least Developed Countries,DEV,2014,unimproved,17.85
Least Developed Countries,DEV,2014,surface,8.58
Least Developed Countries,DEV,2015,safe,33.17
Least Developed Countries,DEV,2015,basic,28.8
Least Developed Countries,DEV,2015,limited,12.63
Least Developed Countries,DEV,2015,unimproved,17.27
Least Developed Countries,DEV,2015,surface,8.12
Least Developed Countries,DEV,2016,safe,33.86
Least Developed Countries,DEV,2016,basic,28.89
Least Developed Countries,DEV,2016,limited,12.9
Least Developed Countries,DEV,2016,unimproved,16.69
Least Developed Countries,DEV,2016,surface,7.66
Least Developed Countries,DEV,2017,safe,34.55
Least Developed Countries,DEV,2017,basic,28.98
Least Developed Countries,DEV,2017,limited,13.16
Least Developed Countries,DEV,2017,unimproved,16.12
Least Developed Countries,DEV,2017,surface,7.19
Least Developed Countries,DEV,2018,safe,35.24
Least Developed Countries,DEV,2018,basic,29.07
Least Developed Countries,DEV,2018,limited,13.42
Least Developed Countries,DEV,2018,unimproved,15.53
Least Developed Countries,DEV,2018,surface,6.74
Least Developed Countries,DEV,2019,safe,35.94
Least Developed Countries,DEV,2019,basic,29.14
Least Developed Countries,DEV,2019,limited,13.71
Least Developed Countries,DEV,2019,unimproved,14.9
Least Developed Countries,DEV,2019,surface,6.32
Least Developed Countries,DEV,2020,safe,36.57
Least Developed Countries,DEV,2020,basic,29.24
Least Developed Countries,DEV,2020,limited,13.98
Least Developed Countries,DEV,2020,unimproved,14.29
Least Developed Countries,DEV,2020,surface,5.92
Least Developed Countries,DEV,2021,safe,37.23
Least Developed Countries,DEV,2021,basic,29.32
Least Developed Countries,DEV,2021,limited,14.25
Least Developed Countries,DEV,2021,unimproved,13.64
Least Developed Countries,DEV,2021,surface,5.57
Least Developed Countries,DEV,2022,safe,37.47
Least Developed Countries,DEV,2022,basic,29.65
Least Developed Countries,DEV,2022,limited,14.49
Least Developed Countries,DEV,2022,unimproved,13.13
Least Developed Countries,DEV,2022,surface,5.25
Low-income countries,DEV,2000,safe,18.91
Low-income countries,DEV,2000,basic,22.51
Low-income countries,DEV,2000,limited,10.15
Low-income countries,DEV,2000,unimproved,31.68
Low-income countries,DEV,2000,surface,16.76
Low-income countries,DEV,2001,safe,19.05
Low-income countries,DEV,2001,basic,22.94
Low-income countries,DEV,2001,limited,10.5
Low-income countries,DEV,2001,unimproved,31.18
Low-income countries,DEV,2001,surface,16.33
Low-income countries,DEV,2002,safe,19.28
Low-income countries,DEV,2002,basic,23.37
Low-income countries,DEV,2002,limited,10.87
Low-income countries,DEV,2002,unimproved,30.62
Low-income countries,DEV,2002,surface,15.86
Low-income countries,DEV,2003,safe,19.56
Low-income countries,DEV,2003,basic,23.8
Low-income countries,DEV,2003,limited,11.28
Low-income countries,DEV,2003,unimproved,29.99
Low-income countries,DEV,2003,surface,15.37
Low-income countries,DEV,2004,safe,19.86
Low-income countries,DEV,2004,basic,24.24
Low-income countries,DEV,2004,limited,11.7
Low-income countries,DEV,2004,unimproved,29.33
Low-income countries,DEV,2004,surface,14.87
Low-income countries,DEV,2005,safe,20.22
Low-income countries,DEV,2005,basic,24.7
Low-income countries,DEV,2005,limited,12.15
Low-income countries,DEV,2005,unimproved,28.64
Low-income countries,DEV,2005,surface,14.29
Low-income countries,DEV,2006,safe,20.66
Low-income countries,DEV,2006,basic,25.12
Low-income countries,DEV,2006,limited,12.6
Low-income countries,DEV,2006,unimproved,27.92
Low-income countries,DEV,2006,surface,13.7
Low-income countries,DEV,2007,safe,21.14
Low-income countries,DEV,2007,basic,25.52
Low-income countries,DEV,2007,limited,13.04
Low-income countries,DEV,2007,unimproved,27.2
Low-income countries,DEV,2007,surface,13.11
Low-income countries,DEV,2008,safe,21.61
Low-income countries,DEV,2008,basic,25.94
Low-income countries,DEV,2008,limited,13.48
Low-income countries,DEV,2008,unimproved,26.46
Low-income countries,DEV,2008,surface,12.51
Low-income countries,DEV,2009,safe,22.05
Low-income countries,DEV,2009,basic,26.35
Low-income countries,DEV,2009,limited,13.92
Low-income countries,DEV,2009,unimproved,25.75
Low-income countries,DEV,2009,surface,11.93
Low-income countries,DEV,2010,safe,22.53
Low-income countries,DEV,2010,basic,26.75
Low-income countries,DEV,2010,limited,14.35
Low-income countries,DEV,2010,unimproved,25.02
Low-income countries,DEV,2010,surface,11.35
Low-income countries,DEV,2011,safe,22.58
Low-income countries,DEV,2011,basic,27.38
Low-income countries,DEV,2011,limited,14.96
Low-income countries,DEV,2011,unimproved,24.1
Low-income countries,DEV,2011,surface,10.98
Low-income countries,DEV,2012,safe,23.01
Low-income countries,DEV,2012,basic,27.74
Low-income countries,DEV,2012,limited,15.41
Low-income countries,DEV,2012,unimproved,23.43
Low-income countries,DEV,2012,surface,10.41
Low-income countries,DEV,2013,safe,23.35
Low-income countries,DEV,2013,basic,28.12
Low-income countries,DEV,2013,limited,15.89
Low-income countries,DEV,2013,unimproved,22.82
Low-income countries,DEV,2013,surface,9.82
Low-income countries,DEV,2014,safe,23.71
Low-income countries,DEV,2014,basic,28.47
Low-income countries,DEV,2014,limited,16.36
Low-income countries,DEV,2014,unimproved,22.19
Low-income countries,DEV,2014,surface,9.26
Low-income countries,DEV,2015,safe,24.18
Low-income countries,DEV,2015,basic,28.78
Low-income countries,DEV,2015,limited,16.83
Low-income countries,DEV,2015,unimproved,21.52
Low-income countries,DEV,2015,surface,8.69
Low-income countries,DEV,2016,safe,24.74
Low-income countries,DEV,2016,basic,29.05
Low-income countries,DEV,2016,limited,17.28
Low-income countries,DEV,2016,unimproved,20.83
Low-income countries,DEV,2016,surface,8.11
Low-income countries,DEV,2017,safe,25.32
Low-income countries,DEV,2017,basic,29.32
Low-income countries,DEV,2017,limited,17.71
Low-income countries,DEV,2017,unimproved,20.16
Low-income countries,DEV,2017,surface,7.49
Low-income countries,DEV,2018,safe,25.99
Low-income countries,DEV,2018,basic,29.53
Low-income countries,DEV,2018,limited,18.14
Low-income countries,DEV,2018,unimproved,19.43
Low-income countries,DEV,2018,surface,6.91
Low-income countries,DEV,2019,safe,26.71
Low-income countries,DEV,2019,basic,29.72
Low-income countries,DEV,2019,limited,18.56
Low-income countries,DEV,2019,unimproved,18.68
Low-income countries,DEV,2019,surface,6.33
Low-income countries,DEV,2020,safe,27.42
Low-income countries,DEV,2020,basic,29.92
Low-income countries,DEV,2020,limited,18.95
Low-income countries,DEV,2020,unimproved,17.92
Low-income countries,DEV,2020,surface,5.79
Low-income countries,DEV,2021,safe,28.09
Low-income countries,DEV,2021,basic,30.15
Low-income countries,DEV,2021,limited,19.32
Low-income countries,DEV,2021,unimproved,17.11
Low-income countries,DEV,2021,surface,5.33
Low-income countries,DEV,2022,safe,28.6
Low-income countries,DEV,2022,basic,30.46
Low-income countries,DEV,2022,limited,19.6
Low-income countries,DEV,2022,unimproved,16.44
Low-income countries,DEV,2022,surface,4.89
Lower-middle-income countries,DEV,2000,safe,44.1
Lower-middle-income countries,DEV,2000,basic,33.44
Lower-middle-income countries,DEV,2000,limited,4.35
Lower-middle-income countries,DEV,2000,unimproved,12.84
Lower-middle-income countries,DEV,2000,surface,5.27
Lower-middle-income countries,DEV,2001,safe,44.85
Lower-middle-income countries,DEV,2001,basic,33.25
Lower-middle-income countries,DEV,2001,limited,4.37
Lower-middle-income countries,DEV,2001,unimproved,12.37
Lower-middle-income countries,DEV,2001,surface,5.16
Lower-middle-income countries,DEV,2002,safe,45.61
Lower-middle-income countries,DEV,2002,basic,33.05
Lower-middle-income countries,DEV,2002,limited,4.37
Lower-middle-income countries,DEV,2002,unimproved,11.96
Lower-middle-income countries,DEV,2002,surface,5
Lower-middle-income countries,DEV,2003,safe,46.39
Lower-middle-income countries,DEV,2003,basic,32.86
Lower-middle-income countries,DEV,2003,limited,4.37
Lower-middle-income countries,DEV,2003,unimproved,11.54
Lower-middle-income countries,DEV,2003,surface,4.85
Lower-middle-income countries,DEV,2004,safe,47.24
Lower-middle-income countries,DEV,2004,basic,32.57
Lower-middle-income countries,DEV,2004,limited,4.38
Lower-middle-income countries,DEV,2004,unimproved,11.12
Lower-middle-income countries,DEV,2004,surface,4.69
Lower-middle-income countries,DEV,2005,safe,48.15
Lower-middle-income countries,DEV,2005,basic,32.19
Lower-middle-income countries,DEV,2005,limited,4.42
Lower-middle-income countries,DEV,2005,unimproved,10.71
Lower-middle-income countries,DEV,2005,surface,4.53
Lower-middle-income countries,DEV,2006,safe,49.08
Lower-middle-income countries,DEV,2006,basic,31.82
Lower-middle-income countries,DEV,2006,limited,4.43
Lower-middle-income countries,DEV,2006,unimproved,10.3
Lower-middle-income countries,DEV,2006,surface,4.38
Lower-middle-income countries,DEV,2007,safe,50.01
Lower-middle-income countries,DEV,2007,basic,31.44
Lower-middle-income countries,DEV,2007,limited,4.44
Lower-middle-income countries,DEV,2007,unimproved,9.89
Lower-middle-income countries,DEV,2007,surface,4.22
Lower-middle-income countries,DEV,2008,safe,50.47
Lower-middle-income countries,DEV,2008,basic,31.53
Lower-middle-income countries,DEV,2008,limited,4.44
Lower-middle-income countries,DEV,2008,unimproved,9.48
Lower-middle-income countries,DEV,2008,surface,4.07
Lower-middle-income countries,DEV,2009,safe,51.49
Lower-middle-income countries,DEV,2009,basic,31.07
Lower-middle-income countries,DEV,2009,limited,4.45
Lower-middle-income countries,DEV,2009,unimproved,9.08
Lower-middle-income countries,DEV,2009,surface,3.92
Lower-middle-income countries,DEV,2010,safe,52.5
Lower-middle-income countries,DEV,2010,basic,30.61
Lower-middle-income countries,DEV,2010,limited,4.45
Lower-middle-income countries,DEV,2010,unimproved,8.67
Lower-middle-income countries,DEV,2010,surface,3.76
Lower-middle-income countries,DEV,2011,safe,53.52
Lower-middle-income countries,DEV,2011,basic,30.15
Lower-middle-income countries,DEV,2011,limited,4.45
Lower-middle-income countries,DEV,2011,unimproved,8.27
Lower-middle-income countries,DEV,2011,surface,3.61
Lower-middle-income countries,DEV,2012,safe,54.6
Lower-middle-income countries,DEV,2012,basic,29.62
Lower-middle-income countries,DEV,2012,limited,4.44
Lower-middle-income countries,DEV,2012,unimproved,7.88
Lower-middle-income countries,DEV,2012,surface,3.46
Lower-middle-income countries,DEV,2013,safe,55.69
Lower-middle-income countries,DEV,2013,basic,29.09
Lower-middle-income countries,DEV,2013,limited,4.43
Lower-middle-income countries,DEV,2013,unimproved,7.48
Lower-middle-income countries,DEV,2013,surface,3.31
Lower-middle-income countries,DEV,2014,safe,56.76
Lower-middle-income countries,DEV,2014,basic,28.58
Lower-middle-income countries,DEV,2014,limited,4.42
Lower-middle-income countries,DEV,2014,unimproved,7.09
Lower-middle-income countries,DEV,2014,surface,3.15
Lower-middle-income countries,DEV,2015,safe,57.74
Lower-middle-income countries,DEV,2015,basic,28.16
Lower-middle-income countries,DEV,2015,limited,4.4
Lower-middle-income countries,DEV,2015,unimproved,6.7
Lower-middle-income countries,DEV,2015,surface,3
Lower-middle-income countries,DEV,2016,safe,58.7
Lower-middle-income countries,DEV,2016,basic,27.76
Lower-middle-income countries,DEV,2016,limited,4.38
Lower-middle-income countries,DEV,2016,unimproved,6.31
Lower-middle-income countries,DEV,2016,surface,2.85
Lower-middle-income countries,DEV,2017,safe,59.64
Lower-middle-income countries,DEV,2017,basic,27.37
Lower-middle-income countries,DEV,2017,limited,4.35
Lower-middle-income countries,DEV,2017,unimproved,5.93
Lower-middle-income countries,DEV,2017,surface,2.71
Lower-middle-income countries,DEV,2018,safe,60.56
Lower-middle-income countries,DEV,2018,basic,27.02
Lower-middle-income countries,DEV,2018,limited,4.31
Lower-middle-income countries,DEV,2018,unimproved,5.55
Lower-middle-income countries,DEV,2018,surface,2.56
Lower-middle-income countries,DEV,2019,safe,61.46
Lower-middle-income countries,DEV,2019,basic,26.68
Lower-middle-income countries,DEV,2019,limited,4.28
Lower-middle-income countries,DEV,2019,unimproved,5.15
Lower-middle-income countries,DEV,2019,surface,2.43
Lower-middle-income countries,DEV,2020,safe,62.32
Lower-middle-income countries,DEV,2020,basic,26.34
Lower-middle-income countries,DEV,2020,limited,4.26
Lower-middle-income countries,DEV,2020,unimproved,4.76
Lower-middle-income countries,DEV,2020,surface,2.31
Lower-middle-income countries,DEV,2021,safe,63.17
Lower-middle-income countries,DEV,2021,basic,26.04
Lower-middle-income countries,DEV,2021,limited,4.24
Lower-middle-income countries,DEV,2021,unimproved,4.35
Lower-middle-income countries,DEV,2021,surface,2.2
Lower-middle-income countries,DEV,2022,safe,63.8
Lower-middle-income countries,DEV,2022,basic,25.83
Lower-middle-income countries,DEV,2022,limited,4.24
Lower-middle-income countries,DEV,2022,unimproved,4.03
Lower-middle-income countries,DEV,2022,surface,2.1
Northern Africa and Western Asia,SDG,2000,safe,66.56
Northern Africa and Western Asia,SDG,2000,basic,17.04
Northern Africa and Western Asia,SDG,2000,limited,4.73
Northern Africa and Western Asia,SDG,2000,unimproved,9.04
Northern Africa and Western Asia,SDG,2000,surface,2.64
Northern Africa and Western Asia,SDG,2001,safe,66.64
Northern Africa and Western Asia,SDG,2001,basic,17.19
Northern Africa and Western Asia,SDG,2001,limited,4.73
Northern Africa and Western Asia,SDG,2001,unimproved,8.87
Northern Africa and Western Asia,SDG,2001,surface,2.57
Northern Africa and Western Asia,SDG,2002,safe,67.01
Northern Africa and Western Asia,SDG,2002,basic,17.09
Northern Africa and Western Asia,SDG,2002,limited,4.72
Northern Africa and Western Asia,SDG,2002,unimproved,8.67
Northern Africa and Western Asia,SDG,2002,surface,2.5
Northern Africa and Western Asia,SDG,2003,safe,67.44
Northern Africa and Western Asia,SDG,2003,basic,17.01
Northern Africa and Western Asia,SDG,2003,limited,4.74
Northern Africa and Western Asia,SDG,2003,unimproved,8.39
Northern Africa and Western Asia,SDG,2003,surface,2.42
Northern Africa and Western Asia,SDG,2004,safe,67.87
Northern Africa and Western Asia,SDG,2004,basic,16.91
Northern Africa and Western Asia,SDG,2004,limited,4.77
Northern Africa and Western Asia,SDG,2004,unimproved,8.11
Northern Africa and Western Asia,SDG,2004,surface,2.34
Northern Africa and Western Asia,SDG,2005,safe,68.5
Northern Africa and Western Asia,SDG,2005,basic,16.7
Northern Africa and Western Asia,SDG,2005,limited,4.83
Northern Africa and Western Asia,SDG,2005,unimproved,7.74
Northern Africa and Western Asia,SDG,2005,surface,2.23
Northern Africa and Western Asia,SDG,2006,safe,69.28
Northern Africa and Western Asia,SDG,2006,basic,16.36
Northern Africa and Western Asia,SDG,2006,limited,4.9
Northern Africa and Western Asia,SDG,2006,unimproved,7.36
Northern Africa and Western Asia,SDG,2006,surface,2.1
Northern Africa and Western Asia,SDG,2007,safe,70.14
Northern Africa and Western Asia,SDG,2007,basic,15.96
Northern Africa and Western Asia,SDG,2007,limited,4.97
Northern Africa and Western Asia,SDG,2007,unimproved,6.97
Northern Africa and Western Asia,SDG,2007,surface,1.96
Northern Africa and Western Asia,SDG,2008,safe,70.91
Northern Africa and Western Asia,SDG,2008,basic,15.62
Northern Africa and Western Asia,SDG,2008,limited,5.04
Northern Africa and Western Asia,SDG,2008,unimproved,6.59
Northern Africa and Western Asia,SDG,2008,surface,1.84
Northern Africa and Western Asia,SDG,2009,safe,71.6
Northern Africa and Western Asia,SDG,2009,basic,15.35
Northern Africa and Western Asia,SDG,2009,limited,5.1
Northern Africa and Western Asia,SDG,2009,unimproved,6.22
Northern Africa and Western Asia,SDG,2009,surface,1.73
Northern Africa and Western Asia,SDG,2010,safe,72.3
Northern Africa and Western Asia,SDG,2010,basic,15.05
Northern Africa and Western Asia,SDG,2010,limited,5.17
Northern Africa and Western Asia,SDG,2010,unimproved,5.86
Northern Africa and Western Asia,SDG,2010,surface,1.62
Northern Africa and Western Asia,SDG,2011,safe,72.91
Northern Africa and Western Asia,SDG,2011,basic,14.84
Northern Africa and Western Asia,SDG,2011,limited,5.25
Northern Africa and Western Asia,SDG,2011,unimproved,5.49
Northern Africa and Western Asia,SDG,2011,surface,1.51
Northern Africa and Western Asia,SDG,2012,safe,73.42
Northern Africa and Western Asia,SDG,2012,basic,14.74
Northern Africa and Western Asia,SDG,2012,limited,5.31
Northern Africa and Western Asia,SDG,2012,unimproved,5.13
Northern Africa and Western Asia,SDG,2012,surface,1.4
Northern Africa and Western Asia,SDG,2013,safe,73.88
Northern Africa and Western Asia,SDG,2013,basic,14.68
Northern Africa and Western Asia,SDG,2013,limited,5.36
Northern Africa and Western Asia,SDG,2013,unimproved,4.78
Northern Africa and Western Asia,SDG,2013,surface,1.29
Northern Africa and Western Asia,SDG,2014,safe,74.33
Northern Africa and Western Asia,SDG,2014,basic,14.64
Northern Africa and Western Asia,SDG,2014,limited,5.42
Northern Africa and Western Asia,SDG,2014,unimproved,4.43
Northern Africa and Western Asia,SDG,2014,surface,1.18
Northern Africa and Western Asia,SDG,2015,safe,74.85
Northern Africa and Western Asia,SDG,2015,basic,15.05
Northern Africa and Western Asia,SDG,2015,limited,5.18
Northern Africa and Western Asia,SDG,2015,unimproved,3.92
Northern Africa and Western Asia,SDG,2015,surface,1
Northern Africa and Western Asia,SDG,2016,safe,75.4
Northern Africa and Western Asia,SDG,2016,basic,14.85
Northern Africa and Western Asia,SDG,2016,limited,5.26
Northern Africa and Western Asia,SDG,2016,unimproved,3.6
Northern Africa and Western Asia,SDG,2016,surface,0.9
Northern Africa and Western Asia,SDG,2017,safe,75.95
Northern Africa and Western Asia,SDG,2017,basic,14.64
Northern Africa and Western Asia,SDG,2017,limited,5.34
Northern Africa and Western Asia,SDG,2017,unimproved,3.27
Northern Africa and Western Asia,SDG,2017,surface,0.8
Northern Africa and Western Asia,SDG,2018,safe,76.26
Northern Africa and Western Asia,SDG,2018,basic,14.74
Northern Africa and Western Asia,SDG,2018,limited,5.35
Northern Africa and Western Asia,SDG,2018,unimproved,2.94
Northern Africa and Western Asia,SDG,2018,surface,0.71
Northern Africa and Western Asia,SDG,2019,safe,76.57
Northern Africa and Western Asia,SDG,2019,basic,14.76
Northern Africa and Western Asia,SDG,2019,limited,5.44
Northern Africa and Western Asia,SDG,2019,unimproved,2.62
Northern Africa and Western Asia,SDG,2019,surface,0.61
Northern Africa and Western Asia,SDG,2020,safe,76.82
Northern Africa and Western Asia,SDG,2020,basic,14.79
Northern Africa and Western Asia,SDG,2020,limited,5.54
Northern Africa and Western Asia,SDG,2020,unimproved,2.33
Northern Africa and Western Asia,SDG,2020,surface,0.53
Northern Africa and Western Asia,SDG,2021,safe,76.82
Northern Africa and Western Asia,SDG,2021,basic,15
Northern Africa and Western Asia,SDG,2021,limited,5.64
Northern Africa and Western Asia,SDG,2021,unimproved,2.06
Northern Africa and Western Asia,SDG,2021,surface,0.48
Northern Africa and Western Asia,SDG,2022,safe,76.9
Northern Africa and Western Asia,SDG,2022,basic,15
Northern Africa and Western Asia,SDG,2022,limited,5.71
Northern Africa and Western Asia,SDG,2022,unimproved,1.94
Northern Africa and Western Asia,SDG,2022,surface,0.44
Oceania,SDG,2000,safe,NA
Oceania,SDG,2000,basic,NA
Oceania,SDG,2000,limited,1.44
Oceania,SDG,2000,unimproved,13.33
Oceania,SDG,2000,surface,33.37
Oceania,SDG,2001,safe,NA
Oceania,SDG,2001,basic,NA
Oceania,SDG,2001,limited,1.5
Oceania,SDG,2001,unimproved,13.32
Oceania,SDG,2001,surface,33.6
Oceania,SDG,2002,safe,NA
Oceania,SDG,2002,basic,NA
Oceania,SDG,2002,limited,1.5
Oceania,SDG,2002,unimproved,13.38
Oceania,SDG,2002,surface,33.84
Oceania,SDG,2003,safe,NA
Oceania,SDG,2003,basic,NA
Oceania,SDG,2003,limited,1.5
Oceania,SDG,2003,unimproved,13.43
Oceania,SDG,2003,surface,34.07
Oceania,SDG,2004,safe,NA
Oceania,SDG,2004,basic,NA
Oceania,SDG,2004,limited,1.5
Oceania,SDG,2004,unimproved,13.49
Oceania,SDG,2004,surface,34.3
Oceania,SDG,2005,safe,NA
Oceania,SDG,2005,basic,NA
Oceania,SDG,2005,limited,1.52
Oceania,SDG,2005,unimproved,13.91
Oceania,SDG,2005,surface,33.45
Oceania,SDG,2006,safe,NA
Oceania,SDG,2006,basic,NA
Oceania,SDG,2006,limited,1.55
Oceania,SDG,2006,unimproved,14.26
Oceania,SDG,2006,surface,32.67
Oceania,SDG,2007,safe,NA
Oceania,SDG,2007,basic,NA
Oceania,SDG,2007,limited,1.58
Oceania,SDG,2007,unimproved,14.7
Oceania,SDG,2007,surface,31.78
Oceania,SDG,2008,safe,NA
Oceania,SDG,2008,basic,NA
Oceania,SDG,2008,limited,1.61
Oceania,SDG,2008,unimproved,15.14
Oceania,SDG,2008,surface,30.88
Oceania,SDG,2009,safe,NA
Oceania,SDG,2009,basic,NA
Oceania,SDG,2009,limited,1.65
Oceania,SDG,2009,unimproved,15.58
Oceania,SDG,2009,surface,29.96
Oceania,SDG,2010,safe,NA
Oceania,SDG,2010,basic,NA
Oceania,SDG,2010,limited,1.69
Oceania,SDG,2010,unimproved,16.03
Oceania,SDG,2010,surface,29.02
Oceania,SDG,2011,safe,NA
Oceania,SDG,2011,basic,NA
Oceania,SDG,2011,limited,1.73
Oceania,SDG,2011,unimproved,16.47
Oceania,SDG,2011,surface,28.05
Oceania,SDG,2012,safe,NA
Oceania,SDG,2012,basic,NA
Oceania,SDG,2012,limited,1.78
Oceania,SDG,2012,unimproved,16.92
Oceania,SDG,2012,surface,27.06
Oceania,SDG,2013,safe,NA
Oceania,SDG,2013,basic,NA
Oceania,SDG,2013,limited,1.82
Oceania,SDG,2013,unimproved,17.36
Oceania,SDG,2013,surface,26.04
Oceania,SDG,2014,safe,NA
Oceania,SDG,2014,basic,NA
Oceania,SDG,2014,limited,1.86
Oceania,SDG,2014,unimproved,17.8
Oceania,SDG,2014,surface,25.01
